key,category,chapter,severity,issues,question_text,correct_answer,solution_steps
qa-4032,Arithmetical Ability,Area,critical,repeated_operator_fragment,"A small ring of negligible thickness and radius 2 cm moves on a bigger rung of radius 10 cm. How many rotations will the small ring take on the bigger ring to make a complete round? (Hotel Management, 2010)",A,Required number of rotations = Circumference of bigger ring Circumference of smaller ring = 2 10 5.22 ×π× =×π×
qa-4033,Arithmetical Ability,Area,critical,repeated_operator_fragment,Find the diameter of a wheel that makes 113 revolutions to go 2 km 26 decameters.,B,Let the diameter of the wheel be d metres. Distance covered in 1 revolution = (πd) m. Distance covered in 113 revolutions = (113πd) m. 22113 226 107 d | × ×= × | 71 4226 10 m 6 m.22 113 11d = ×× × =
qa-4036,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The circumferences of the front and rear wheels of a bicycle are 3.5 m and 3 m respectively. If the vehicle is moving at a speed of 15 m/sec, the shortest time in which both the wheels will make a whole number of turns is (R.R.B., 2008 )",A,Time taken by front wheel to complete one revolution 3.5 7sec sec.15 30 == Time taken by rear wheel to complete one revolution = 31 sec sec.15 5 = \ Required time = 71L.C.M. of and sec30 5 = L.C.M. of 7 and 1 7sec = secH.C.F. of 30 and 5 5 = 1.4 sec.
qa-4037,Arithmetical Ability,Area,review,raw_backslash_separator,"The circumference of the back-sided wheel of a vehicle is 1 m greater than that of front side wheel. To travel 600 m, the front wheel rotates 30 times more than the back wheel. The circumference of the front wheel is (Hotel Management, 2007)",B,"Let the circumference of front wheel be x metres. Then, circumference of rear wheel = ( x – 1) metres. \ 600 600 1 130( 1) ( 1) 20x x xx− = | =++ | x (x–1) = 20 | ( x2 + x – 20 = 0 | ( x + 5) ( x – 4) = 0 | x = 4m."
qa-4040,Arithmetical Ability,Area,review,raw_backslash_separator,"A circular grassy plot of land, 42 cm in diameter, has a path 3.5 m wide running around it outside. The cost of gravelling the path at ₹ 4 per square metre is (M.A.T., 2007)",C,Radius of the plot = 21 m. Area of the path = π[(24.5)2 – (21)2] m2 = [π(24.5 + 21) (24.5 – 21)] m 2 = 2222 45.5 3.5 m = 500.5 m .7 ×× \ Cost of gravelling = ₹ (500.5 × 4) = ₹ 2002.
qa-4042,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The circumference of a circular ground is 88 metres. A strip of land, 3 metres wide, inside and along the circumference of the ground is to be levelled. What is the budgeted expenditure if the levelling costs ₹ 7 per square metre? (M.A.T., 2006)",D,"Let the radius of the ground be R metres. Then, ×π= | = = × 88 72 88 14 m.2 22RR Area of land strip = π − = ×× 2 22 222(14) (11) m 25 3 m 7 = 21650 m.7 \ Cost of levelling = ₹ ×= 1650 7 1650.7 ₹"
qa-4050,Arithmetical Ability,Area,review,raw_backslash_separator,The perimeter of a square is equal to twice the pe - rimeter of a rectangle of length 8 cm and breadth 7 cm. What is the circumference of a semi-circle whose diameter is equal to the side of the square? (rounded off to two decimal places),A,Perimeter of rectangle = [2(8 + 7)] cm = 30 cm. Perimeter of square = (2 × 30) cm = 60 cm. Side of the square = 60 cm4 = 15 cm. Radius of the semi-circle = 15 cm.2 \ Circumference = 22 15 165× cm = cm = 23.57 cm.72 7
qa-4051,Arithmetical Ability,Area,critical,repeated_operator_fragment,What will be the area of a semi-circle of 14 m diameter?,B,Area of the semi circle = 2 221 1 22 7 7 m 77 m .2 27R π = × ×× =
qa-4053,Arithmetical Ability,Area,review,raw_backslash_separator,"A vertical rod of height 33 metres is bent to form a semi-circular shape so that the top touches the ground. The distance between the top head and the base on the ground is (I.A.M., 2007 )",C,× π= | = = 33 7 2133 m.22 2RR \ Required distance = 2 R = 21 m.
qa-4054,Arithmetical Ability,Area,critical,repeated_operator_fragment,"What will be the area of a semi-circle whose perimeter is 36 cm? (R.R.B., 2009 )",E,Given : 362 36 ( 2) 36 cm = 7 cm.22 27 RR R R=π + = | π+ = | = + 2 227722Required area cm 77 cm .2 72 R ×π = =× =
qa-4055,Arithmetical Ability,Area,critical,concatenated_formula_numbers; raw_backslash_separator,"If the area of a semi-circular plot is 11088 m 2, then its perimeter is",C,2 2 711088 11088 2 7056 84 m.2 22 R RRπ = | = ×× = | = \ Perimeter = 222 84 2 84 m 432 m.7RR π+ = × +× =
qa-4056,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If a wire is bent into the shape of a square, then the area of the square is 81 sq. cm. When the wire is bent into a semi-circular shape, then the area of the semi-circle will be",C,==Length of each side of the square 81 cm 9 cm. Length of wire = (9 × 4) cm = 36 cm. 362 36 ( 2) 36 7cm.22 27 RR R Rπ + = | π + = | = = + Area of the semicircle 2 221 1 22 7 7 cm 77cm .2 27R = π = × ×× =
qa-4060,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator; dense_number_sequence,"In the given diagram, ABCD is a square and semi-circular regions have been added to it by drawing two semi- circles with AB and CD as diameters. If the total area of the three regions is 350 sq. cm, then the length of the side of the square is equal to",D,"Let the length of the side of the square be x cm. Then, radius of each semi circle = cm.2 x Total area = 22 22 cm22 22 xxx ππ ++ = π + 2 22 cm .4xx \ π+=22 3504xx | += 2 2 22 35028 xx | += 2 2 11 35014 xx | ×= | = = 2 2 350 1425 350 19614 25 x x | x = 14 cm."
qa-4063,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The area of the shaded region in the adjoining figure is (S.S.C., 2007) C a",B,Area of the shaded region = Area of the semi-circle with radius a units – Area of the triangle with base 2 a units and height a units = 2 1 2 sq. units.22 a aa π −× × = 2 2 sq. units2 a a π − = 2 1 sq.units2a π −
qa-4064,Arithmetical Ability,Area,critical,empty_layout_braces; repeated_operator_fragment; concatenated_formula_numbers,"An athletic track 14 m wide consists of two straight sections 120 m long joining semi-circular ends whose inner radius is 35 m. The area of the track is (M.A.T., 2006)",D,Area of the track = Area of the two rectangles + Area of the two semi-circular ring ends = ( ) ( ){ }π × × +× × − 2 222 120 14 2 49 (35) m2 = 2223360 (49 35)(49 – 35) m7 +× + = 2 22223360 84 14 m (3360 3696) m 7056 m .7 +×× = + =
qa-4065,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A square of area 40 sq. cm is inscribed in a circle as shown in the figure. The area (in sq.cm) of the semi-circle is,B,"Let each side of the square be a cm and the radius of the semi-circle be r cm. Then, a2 = 40 cm 2. 2 22 22 2 5 405 50.2 44 4 a aara a ×=+ =+ = = = \ Area of the semi-circle = 2 22× cm (25 )cm .2 rπ 50=π − π 2"
qa-4066,Arithmetical Ability,Area,critical,repeated_operator_fragment; detached_digit_array; raw_backslash_separator,"A square is inscribed in a circle and another in a semi-circle of same radius. The ratio of the area of the first square to the area of the second square is (Hotel Management, 2010 )",B,"Let the radius of each of the circle and the semi-circle be r units. Diagonal of the first square = (2 r) units. Let the side of the second square be a units. Then, r2 = a2 + 2 2 2 5 24 aa r | = | = 2 2 4 .5 ra \ Ratio of the areas of the two squares = ( ) 2 2 2 2 1 2 252 5:2 .24 5 r r a r × = =="
qa-4067,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,Semi-circular lawns are attached to the edges of a rectangular field measuring 42 m × 35 m. The area of the total field is,B,"Clearly, the radii of the semi-circular ends along the length and breadth are 42 2 m and 35 2 m. i.e. 21 m and 17.5 m respectively. \ Area of the total field = Area of rectangle with dimensions 42 m × 35 m + 2 × Area of semi-circle with radius 21 m + 2 × Area of semi-circle with radius 17.5 m = 221 21 17.5 17.522 2242 35 2 2 m72 7 2 ×× × +× × +× × = (1470 + 1386 + 962.5) m 2 = 3818.5 m 2."
qa-4068,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The area of a sector of a circle of radius 5 cm, formed by an arc of length 3.5 cm, is",D,Area of the sector = × ×=×× = 2211 arc 3.5 5 cm 8.75 cm .22 R
qa-4069,Arithmetical Ability,Area,critical,concatenated_formula_numbers,"In a circle of radius 7 cm, an arc subtends an angle of 108o at the centre. The area of the sector is",D,Area of the sector = πθ = ××× 2 2222 1087 7 cm = 46.2 cm.360 7 360 R
qa-4070,Arithmetical Ability,Area,critical,repeated_operator_fragment,A sector of 56o has an area of 17.6 cm2. The its radius will be,D,2 256 17.6 360 717.6 36 6 cm.360 22 56 R RRπ× × ×= | = = | = ×
qa-4071,Arithmetical Ability,Area,critical,repeated_operator_fragment; dense_number_sequence,There are three circles each of radius 7 cm. A triangle is formed by joining their centres. The angles at the centre made by the triangle are shown in the figure. The area of the shaded portion is,D,Area of the shaded portion = π× + π× + π× 2 222 42 58 80 cm360 360 360rrr ( ) 2 2 22 22 18042 58 80 cm ( 7 ) cm360 7 360 rπ = ++ = × × = 11 cm 2.
qa-4072,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The minute hand of a clock is 7 cm long. Find the area of the sector made by the minute hand between 7 a.m. and 7.05 a.m. (R.R.B., 2006 )",B,Angle traced by the minute hand in 5 minutes = ×= 360 o5 30o.60 \ Area of the sector = 2222 307 7 cm = 12.83 cm .7 360 ×××
qa-4073,Arithmetical Ability,Area,critical,concatenated_formula_numbers,"A horse is tied at the corner of a rectangular field whose length is 20 m and width is 16 m, with a rope whose length is 14 m. Find the area which the horse can graze: (R.R.B., 2006 )",B,Required area = Area of the quadrant with radius 14 m = ××× = 2222 9014 14 m 154 m .7 360
qa-4075,Arithmetical Ability,Area,critical,repeated_operator_fragment,"If in a circle of radius 21 cm, an arc subtends an angle of 56o at the centre, the length of the arc is",D,Length of the arc πθ = =× ×× 2 22 56 2 21 cm360 7 360 r = 308 cm = 20 .53 cm.15
qa-4077,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The area of the greatest circle which can be inscribed in a square whose perimeter is 120 cm, is (S.S.C., 2004)",D,== 120Side of the square cm 30 cm.4 =× = 1Radius of the required circle 30 cm 15 cm.2 22 ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ ̇ = π× = 2222 (15) cm .7 ×
qa-4078,Arithmetical Ability,Area,critical,repeated_operator_fragment,"The area of the largest circle, that can be drawn inside a rectangle with sides 18 cm by 14 cm, is (S.S.C., 2007)",B,Radius of the requird circle 1 30 cm 15 cm.2 =× = Area of the circle = 2222 7 7 cm 154 cm .7 ×× =
qa-4079,Arithmetical Ability,Area,critical,concatenated_formula_numbers,"The sides of a rectangle are 8 cm and 6 cm. The corners of the rectangle lie on a circle. Find the are a of the circle without the rectangle. (S.S.C., 2007)",A,Diameter of the circle = AC = ( ) ( )+22AB BC = +228 6 cm = 100 cm = 10 cm. Radius = 5 cm. Required area = (Area of the circle) – (Area of the rectan - gle) = ×× − × 222 5 5 (8 6) cm7 = 2 2 22550 21448 cm cm = 30.57 cm 30.6 cm .77 −= ≈
qa-4080,Arithmetical Ability,Area,review,raw_backslash_separator,The area of the rectangle circumscribed by a circle is 32 cm2 and the length of one side of the rectangle is 8 cm. The length of the diameter of the circle is,D,Area of the rectangle = 32 cm 2. One side = 8 cm. Other side = 32 cm = 4 cm8 \ Diameter of the circle = Diagonal of the rectangle = 228 + 4 cm = 80 cm = 4 5 cm.
qa-4081,Arithmetical Ability,Area,critical,repeated_operator_fragment,The area of a circle is 220 sq. cm. The area of a square inscribed in this circle will be,C,"22 7220 220 70.22RR π= | = × = 1Now, (diagonal) diagonal 2 .2RR=× | = Area of the seuare 2 22 2 211 (diagonal) 4 2 (2 70) cm 140 cm .22 RR=× = × − = × ="
qa-4083,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The circumference of a circle is 100 cm. The side of a square inscribed in the circle is,C,π= | = = ππ 100 502 100 .2RR ×=× | = = = ππ 2 501 100diagonal diagonal 2 .2RR \ =× =× π 2 21 1 100Area of the square (diagonal)22 | =× | = × = π ππ 2 2 1 100 1 100 50 2 cm.2 2 aa
qa-4084,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A circle is inscribed in a square of side 54 cms and another circle circumscribes the same square. Then the ratio of circumferences of the bigger circle to the smaller circle is,B,"Let r1 and r2 be the radii of the inscribed and circumscribed circles respectively. Then, r1 = 5 cm.2 r2 = ×1 diagonal of the square2 = 1 525 2 cm.22×= \ Required ratio = π× =π× 522 2 2 : 1.52 2"
qa-4085,Arithmetical Ability,Area,review,raw_backslash_separator,"A circle is circumscribed around a square as shown in the figure. The area of one of the four shaded portions is equal to 4 7 . The radius of the circle is (R.R.B., 2006 )",A,"Let the radius of the circle be r and the side of the square be a. Then, diagonal of the square = 2r | = | = = 22 2 2. 2 ar a r r Area of one shaded portion ( ) 22211 2 ( 2) .44 rr r= π − = π− \ 2 221 4 22 16 16 7( 2) 2 24 7 7 7 78r rrπ − = | − = | = ×× 2.r | ="
qa-4086,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The ratio of the areas of the incircle and the circumcircle of a square is (S.S.C., 2008)",A,"Let r1 and r2 be the radii of the incircle and circumcircle of a square respectively and let each side of the square be a. Then, r1 = .2 a r2 = 1 2 × diagonal of the sequence 12 2 cm.22 aa=× = \ Required ratio = 2 2 2 1 : 2. 2 2 a a π× = π×"
qa-4087,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,A square circumscribes a circle and another square is inscribed in this circle with one vertex at the point of contact. The ratio of the areas of the circumscribed and the inscribed squares is,A,"Let the radius of the circle be r and the side of the circum - scribed and inscribed squares be a1 and a2 respectively. Then, a1 = 2r. Diagonal of inscribed square = 2r 22 22 2 2. 2 ra ra r | = | = = \ Required ratio = = == 2 22 1 2 22 2 (2 ) 4 2 : 1. ( 2) 2 arr a rr"
qa-4089,Arithmetical Ability,Area,critical,repeated_operator_fragment,Four equal sized maximum circular plates are cut off from a square paper sheet of area 784 cm 2. The circumference of each plate is,B,==Side of square paper 784 cm 28 cm. Radius of each circular plate = 1 284 × cm = 7 cm. Circumference of each circular plate = 2227 7 ×× cm = 4 4 c m
qa-4090,Arithmetical Ability,Area,critical,repeated_operator_fragment,There are 4 semi-circular gardens on each side of a square-shaped pond with each side 21 m. The cost of fencing the entire plot at the rate of ₹ 12.50 per metre is,B,"Length of the fence = 4 πR, where R = 21 2 m = 22 214 72 ×× m = 132 m. 25Cost of fencing = 132 1650. 2 ×= ₹₹"
qa-4091,Arithmetical Ability,Area,critical,repeated_operator_fragment,The circumradius of an equilateral triangle is 8 cm. The inradius of the triangle,B,"= | = ×= 18 8 4 cm.23 23 aa = circum radius = , inradius 3 23 aa"
qa-4092,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,The ratio of the areas of the incircle and circumcircle of an equilateral triangle is,C,Radius of incircle of an equilateral triangle . 23 a= Radius of circumcircle of an equilateral trian gle . 3 a= \ ππ= == 22 11Required ratio : : 1 : 4.12 3 12 3 aa
qa-4093,Arithmetical Ability,Area,critical,repeated_operator_fragment,The radius of the circumcircle of an equilateral triangle of side 12 cm is,D,12Radius of circumcircle cm 4 3 cm. 33 a== =
qa-4094,Arithmetical Ability,Area,critical,repeated_operator_fragment,The area of the incircle of an equilateral triangle of side 42 cm is,C,42Radius of incircle cm 7 3 cm. 23 23 a== = = ×× = 2222Area of incircle 49 3 cm 462 cm .7
qa-4095,Arithmetical Ability,Area,critical,repeated_operator_fragment; raw_backslash_separator,"The area of a circle inscribed in an equilateral triangle is 154 cm 2. Find the perimeter of the triangle. (M.B.A., 2006)",D,=Radius of incircle . 23 a π×= 2 2Area of incircle cm .12 a \ ××π = | = | = 2 2 154 12 7154 14 3.12 22 a aa \ Perimeter of the triangle = (3 × 14 3 ) cm = (42 × 1.732) cm = 72.7 cm (approx.)
